Brand,Model,Condition,Location,Price,Description,RAM,ROM
Infinix,infinix-hot-12,9, Karachi,"33,500","[4, 128]",4,128
Infinix,infinix-hot-12,9, Rawalpindi,"33,000","[5, 6, 12, 128]",12,128
Infinix,infinix-hot-12,9, Faisalabad,"33,500","[6, 12, 128]",12,128
Infinix,infinix-hot-12,9, Karachi,"38,500","[6, 128]",6,128
Infinix,infinix-hot-12,10, Faisalabad,"36,000TypeWired",[],0,0
Infinix,infinix-hot-12,9, Rawalpindi,"33,000","[5, 6, 12, 128]",12,128
Infinix,infinix-hot-12,9, Lahore,"27,000",[],0,0
Infinix,infinix-hot-12,9, Punjab,"33,000","[6, 12, 128]",12,128
Infinix,infinix-hot-12,10, Islamabad,"27,500","[4, 64]",4,64
Infinix,infinix-hot-12,9, Faisalabad,"35,999",[],0,0
Infinix,infinix-hot-12,9, Daska,"26,000",[],0,0
Infinix,infinix-hot-12,10, Islamabad,"26,500","[4, 12, 64]",12,64
Infinix,infinix-hot-12,10, Lahore,"32,500","[5, 6, 128]",6,128
Infinix,infinix-hot-12,10, Chakwal,"29,000",[],0,0
Infinix,infinix-hot-12,10, Peshawar,"29,000","[3, 4, 64]",4,64
Infinix,infinix-hot-12,9, Karachi,"35,500",[],0,0
Infinix,infinix-hot-12,10, Islamabad,"25,000",[],0,0
Infinix,infinix-hot-12,9, Lahore,"32,500","[5, 6, 128]",6,128
Infinix,infinix-hot-12,9, Mianwali,"30,000",[],0,0
Infinix,infinix-hot-12,9, Karachi,"28,000",[],0,0
Infinix,infinix-hot-12,9, Karachi,"30,500",[],0,0
Infinix,infinix-hot-12,9, Lahore,"34,000",[],0,0
Infinix,infinix-hot-12,10, Islamabad,"26,000","[1, 4, 64]",4,64
Infinix,infinix-hot-12,10, Faisalabad,"26,500",[],0,0
Infinix,infinix-hot-12,10, Karachi,"25,000","[4, 64]",4,64
Infinix,infinix-hot-12,9, Lahore,"35,999","[6, 12, 128]",12,128
Infinix,infinix-hot-12,9, Sialkot,"32,800",[],0,0
Infinix,infinix-hot-12,9, Swabi,"30,000","[4, 128]",4,128
Infinix,infinix-hot-12,10, Punjab,"26,500","[3, 4, 64]",4,64
Infinix,infinix-hot-12,10, Dera Ghazi Khan,"24,500",[],0,0
Infinix,infinix-hot-12,10, Peshawar,"32,000",[],0,0
Infinix,infinix-hot-12,9, Hyderabad,"33,000","[6, 128]",6,128
Infinix,infinix-hot-12,9, Sialkot,"32,500",[],0,0
Infinix,infinix-hot-12,10, Sialkot,"15,000",[],0,0
Infinix,infinix-hot-12,9, Sialkot,"32,500",[],0,0
Infinix,infinix-hot-12,9, Sahiwal,"31,000",[],0,0
Infinix,infinix-hot-12,9, Gujranwala,"27,000",[],0,0
Infinix,infinix-hot-12,10, Swabi,"33,000",[],0,0
Infinix,infinix-hot-12,9, Karachi,"30,000",[],0,0
Infinix,infinix-hot-12,9, Lahore,"35,000",[],0,0
Infinix,infinix-hot-12,9, Faisalabad,"32,000",[],0,0
Infinix,infinix-hot-12,9, Sialkot,"33,000",[],0,0
Infinix,infinix-hot-12,9, Karachi,"36,999",[],0,0
Infinix,infinix-hot-12,9, Bahawalpur,"33,500",[],0,0
Infinix,infinix-hot-12,10, Lahore,"42,500",[],0,0
Infinix,infinix-hot-12,9, Sialkot,"33,000",[],0,0
Infinix,infinix-hot-12,10, Lahore,"35,000",[],0,0
Infinix,infinix-hot-12,9, Mardan,"33,000","[5, 6, 128]",6,128
Infinix,infinix-hot-12,10, Karachi,"29,500",[],0,0
Infinix,infinix-hot-12,10, Islamabad,"18,000",[4],0,0
Infinix,infinix-hot-12,9, Karachi,"28,299","[3, 4, 64]",4,64
Infinix,infinix-hot-12,9, Karachi,"27,500","[6, 12, 128, 34000]",128,34000
Infinix,infinix-hot-12,9, Lahore,"38,500",[],0,0
Infinix,infinix-hot-12,9, Mian Chunnu,"22,500",[],0,0
Infinix,infinix-hot-12,9, Lahore,"28,500",[],0,0
Infinix,infinix-hot-12,9, Sialkot,"32,500",[],0,0
Infinix,infinix-hot-12,9, Sialkot,"32,500",[],0,0
Infinix,infinix-note-11,10, Faisalabad,"32,500","[6, 128]",6,128
Infinix,infinix-note-11,10, Lahore,"31,000",[128],0,0
Infinix,infinix-note-11,9, Karachi,"35,000","[9, 128]",0,128
Infinix,infinix-note-11,9, Lahore,"38,500",[],0,0
Infinix,infinix-note-11,10, Lahore,"39,000",[],0,0
Infinix,infinix-note-11,10, Khanewal,"32,000","[5, 6, 11, 128]",0,128
Infinix,infinix-note-11,9, Lahore,"31,000",[],0,0
Infinix,infinix-note-11,9, Lahore,"42,000",[],0,0
Infinix,infinix-note-11,10, Multan,"29,500",[],0,0
Infinix,infinix-note-11,10, Multan,"32,000",[],0,0
Infinix,infinix-note-11,9, Swabi,"38,500",[],0,0
Infinix,infinix-note-11,9, Sheikhüpura,"41,000",[],0,0
Infinix,infinix-note-11,9, Abbottabad,"30,000",[],0,0
Infinix,infinix-note-11,10, Mandi Bahauddin,"31,000",[],0,0
Infinix,infinix-note-11,9, Hazro,"43,000",[],0,0
Infinix,infinix-note-11,10, Lahore,"33,500",[],0,0
Infinix,infinix-note-11,10, Khanewal,"45,000",[],0,0
Infinix,infinix-note-11,10, Faisalabad,"40,000","[8, 128]",8,128
Infinix,infinix-note-11,9, Karachi,"34,500",[],0,0
Infinix,infinix-note-11,9, Rawalpindi,"30,000","[6, 7, 128]",0,128
Infinix,infinix-note-11,10, Khushab,"31,500",[],0,0
Infinix,infinix-note-11,10, Rawalpindi,"28,000","[2, 4, 128]",4,128
Infinix,infinix-note-11,10, Islamabad,"37,500","[1, 8, 128]",8,128
Infinix,infinix-note-11,10, Karachi,"37,000","[5, 8, 128]",8,128
Infinix,infinix-note-11,9, Wah,"32,000","[6, 128]",6,128
Infinix,infinix-note-11,10, Karachi,"38,500",[],0,0
Infinix,infinix-note-11,9, Jhang,"32,000",[],0,0
Infinix,infinix-note-11,10, Islamabad,"37,000","[8, 128]",8,128
Infinix,infinix-note-11,9, Karachi,"37,000","[6, 11, 128]",0,128
Infinix,infinix-note-11,10, Sahiwal,"29,000","[4, 128]",4,128
Infinix,infinix-note-11,10, Rawalpindi,"31,500",[],0,0
Infinix,infinix-note-11,10, Wah,"28,000",[],0,0
Infinix,infinix-note-11,10, Burewala,"34,000",[],0,0
Infinix,infinix-note-11,10, Khushab,"31,500",[],0,0
Infinix,infinix-note-11,10, Bahawalnagar,"35,000","[8, 128]",8,128
Infinix,infinix-note-11,9, Multan,"32,500",[],0,0
Infinix,infinix-note-11,9, Nawabshah,"32,000",[],0,0
Infinix,infinix-note-11,9, Lahore,"31,000",[],0,0
Infinix,infinix-note-11,10, Sheikhüpura,"15,000",[],0,0
Infinix,infinix-note-11,9, Peshawar,"32,000",[],0,0
Infinix,infinix-note-11,9, Multan,"32,500",[],0,0
Infinix,infinix-note-11,10, Hyderabad,"32,000",[],0,0
Infinix,infinix-note-11,10, Burewala,"34,000","[8, 3128]",8,3128
Infinix,infinix-note-11,10, Islamabad,"26,000",[],0,0
Infinix,infinix-note-11,10, Faisalabad,"34,000","[2, 6, 128]",6,128
Infinix,infinix-note-11,9, Chakwal,"35,000",[],0,0
Infinix,infinix-note-11,9, Gujranwala,"40,700",[],0,0
Infinix,infinix-note-11,9, Rawalpindi,"29,500",[],0,0
Infinix,infinix-note-11,10, Sialkot,"30,000",[],0,0
Infinix,infinix-note-11,9, Lahore,"32,000","[4, 128]",4,128
Infinix,infinix-note-11,10, Bahawalpur,"32,000",[4],0,0
Infinix,infinix-note-11,10, Peshawar,"33,500",[128],0,0
Infinix,infinix-note-11,10, Muzaffarabad,"26,500",[],0,0
Infinix,infinix-note-11,10, Qazi Ahmed,"25,500","[3, 4, 88, 128]",88,128
Infinix,infinix-note-11,9, Lahore,"30,000",[],0,0
Infinix,infinix-note-11,10, Rawalpindi,"30,000",[],0,0
Infinix,infinix-note-11,9, Lahore,"30,000",[],0,0
Infinix,infinix-note-11,10, Muzaffarabad,"33,000","[8, 128]",8,128
Infinix,infinix-note-11,10, Chitral,"27,999","[5, 6, 128]",6,128
Infinix,infinix-note-11,10, Jhang,"35,000",[],0,0
Infinix,infinix-note-11,9, Charsadda,"33,000",[],0,0
Infinix,infinix-note-11,10, Bahawalpur,"32,000",[],0,0
Infinix,infinix-note-11,9, Gujranwala,"40,000","[13, 128]",0,128
Infinix,infinix-note-11,10, Pirmahal,"20,000",[],0,0
Infinix,infinix-note-11,10, Gojra,"30,000",[],0,0
Infinix,infinix-zero-8,9, Rawalpindi,"70,000","[5, 8, 256]",8,256
Infinix,infinix-zero-8,10, Lahore,"27,000",[],0,0
Infinix,infinix-zero-8,9, Mardan,"35,000",[],0,0
Infinix,infinix-zero-8,10, Lahore,"25,000",[],0,0
Infinix,infinix-zero-8,10, Lahore,"30,000","[3, 128]",0,128
Infinix,infinix-zero-8,9, Rawalpindi,"32,000",[],0,0
Infinix,infinix-zero-8,10, Gujranwala,"30,000",[],0,0
Infinix,infinix-zero-8,9, Burewala,"43,500",[],0,0
Infinix,infinix-zero-8,9, Lahore,"45,000",[],0,0
Infinix,infinix-zero-8,10, Karachi,"29,000","[8, 128]",8,128
Infinix,infinix-zero-8,9, Nawabshah,"47,000",[],0,0
Infinix,infinix-zero-8,10, Lahore,"21,500",[],0,0
Infinix,infinix-zero-8,10, Hyderabad,"35,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Faisalabad,"32,000",[128],0,0
Infinix,infinix-zero-8,10, Karachi,"35,000","[8, 128]",8,128
Infinix,infinix-zero-8,9, Islamabad,"50,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Rawalpindi,"29,500","[8, 128]",8,128
Infinix,infinix-zero-8,9, Karachi,"43,500",[],0,0
Infinix,infinix-zero-8,10, Karachi,"32,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Karachi,"37,000","[3, 8, 128]",8,128
Infinix,infinix-zero-8,10, Punjab,"33,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Lahore,"21,000",[],0,0
Infinix,infinix-zero-8,10, Karachi,"25,500",[],0,0
Infinix,infinix-zero-8,9, Okara,"29,500","[8, 128]",8,128
Infinix,infinix-zero-8,10, Multan,"39,900","[4, 8, 128]",8,128
Infinix,infinix-zero-8,10, Karachi,"37,500",[],0,0
Infinix,infinix-zero-8,10, Mirpur Khas,"35,000",[],0,0
Infinix,infinix-zero-8,9, Rajana,"35,000",[128],0,0
Infinix,infinix-zero-8,9, Hyderabad,"28,000",[],0,0
Infinix,infinix-zero-8,10, Lahore,"23,000",[],0,0
Infinix,infinix-zero-8,10, Burewala,"31,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Islamabad,"38,000","[3, 8, 128]",8,128
Infinix,infinix-zero-8,9, Islamabad,"49,000","[3, 8, 128]",8,128
Infinix,infinix-zero-8,9, Karachi,"55,999",[],0,0
Infinix,infinix-zero-8,10, Faisalabad,"35,000",[],0,0
Infinix,infinix-zero-8,10, Karachi,"43,000",[],0,0
Infinix,infinix-zero-8,10, Lahore,"42,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Haripur,"40,000",[],0,0
Infinix,infinix-zero-8,9, Hyderabad,"29,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Rawalpindi,"28,000",[],0,0
Infinix,infinix-zero-8,10, Hyderabad,"33,000",[],0,0
Infinix,infinix-zero-8,10, Rawalpindi,"33,000",[],0,0
Infinix,infinix-zero-8,9, Karachi,"67,500","[8, 20, 256]",20,256
Infinix,infinix-zero-8,10, Punjab,"35,000","[3, 8, 128]",8,128
Infinix,infinix-zero-8,9, Karachi,"67,999","[5, 8, 256]",8,256
Infinix,infinix-zero-8,10, Gujranwala,"35,000","[3, 11]",0,11
Infinix,infinix-zero-8,9, Faisalabad,"32,000",[],0,0
Infinix,infinix-zero-8,10, Faisalabad,"32,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Gujranwala,"26,500",[],0,0
Infinix,infinix-zero-8,9, Karachi,"67,999",[],0,0
Infinix,infinix-zero-8,9, Lahore,"53,000",[],0,0
Infinix,infinix-zero-8,9, Karachi,"67,999","[5, 8, 256]",8,256
Infinix,infinix-zero-8,10, Hyderabad,"28,000",[],0,0
Infinix,infinix-zero-8,10, Karachi,"28,000",[],0,0
Infinix,infinix-zero-8,10, Sargodha,"45,000","[8, 128]",8,128
Infinix,infinix-zero-8,9, Karachi,"69,999","[8, 20, 256]",20,256
Infinix,infinix-zero-8,10, Islamabad,"45,000","[5, 8, 30, 128]",30,128
Infinix,infinix-zero-8,9, Karachi,"67,999","[5, 8, 256]",8,256
Infinix,infinix-zero-8,10, Nowshera,"33,000",[],0,0
Infinix,infinix-zero-8,10, Sargodha,"28,999",[],0,0
Infinix,infinix-zero-8,9, Karachi,"68,500","[8, 256]",8,256
Infinix,infinix-zero-8,9, Gujrat,"49,000",[],0,0
Infinix,infinix-zero-8,10, Islamabad,"34,000","[8, 128]",8,128
Infinix,infinix-zero-8,9, Peshawar,"48,500","[5, 8, 128]",8,128
Infinix,infinix-zero-8,9, Hafizabad,"28,000",[],0,0
Infinix,infinix-zero-8,9, Karachi,"54,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Mailsi,"31,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Lahore,"28,000",[],0,0
Infinix,infinix-zero-8,10, Pakpattan,"49,000","[8, 128]",8,128
Infinix,infinix-zero-8,10, Lahore,"32,500",[],0,0
Infinix,infinix-zero-8,10, Attock,"29,000","[8, 128]",8,128
Infinix,infinix-note-10,10, Hyderabad,"34,000",[],0,0
Infinix,infinix-note-10,9, Sargodha,"48,000",[],0,0
Infinix,infinix-note-10,10, Lahore,"33,500",[],0,0
Infinix,infinix-note-10,10, Islamabad,"45,000","[8, 256]",8,256
Infinix,infinix-note-10,10, Rawalpindi,"30,000",[],0,0
Infinix,infinix-note-10,10, Lahore,"20,500",[],0,0
Infinix,infinix-note-10,10, Sargodha,"31,500",[],0,0
Infinix,infinix-note-10,9, Karachi,"32,000",[],0,0
Infinix,infinix-note-10,10, Raiwind,"32,500","[8, 128]",8,128
Infinix,infinix-note-10,10, Okara,"35,000","[8, 128]",8,128
Infinix,infinix-note-10,10, Mirpur Khas,"22,000","[6, 128]",6,128
Infinix,infinix-note-10,10, Karachi,"33,000",[],0,0
Infinix,infinix-note-10,10, Punjab,"36,500",[256],0,0
Infinix,infinix-note-10,9, Lahore,"35,000",[],0,0
Infinix,infinix-note-10,10, Mirpur Khas,"33,500",[],0,0
Infinix,infinix-note-10,9, Multan,"37,000","[5, 8, 9, 10, 128]",10,128
Infinix,infinix-note-10,9, Rawalpindi,"42,000",[],0,0
Infinix,infinix-note-10,10, Swabi,"33,000","[8, 128]",8,128
Infinix,infinix-note-10,10, Rawalpindi,"35,000","[8, 128]",8,128
Infinix,infinix-note-10,10, Lahore,"30,000",[],0,0
Infinix,infinix-note-10,10, Islamabad,"40,500","[8, 12, 128]",12,128
Infinix,infinix-note-10,9, Islamabad,"40,000",[],0,0
Infinix,infinix-note-10,10, Rawalpindi,"30,000","[6, 128]",6,128
Infinix,infinix-note-10,9, Lahore,"35,000","[8, 128]",8,128
Infinix,infinix-note-10,10, Karachi,"28,500","[6, 128]",6,128
Infinix,infinix-note-10,10, Mardan,"32,500","[8, 128]",8,128
Infinix,infinix-note-10,10, Karachi,"29,000","[6, 10, 128]",10,128
Infinix,infinix-note-10,10, Shabqadar,"24,000",[],0,0
Infinix,infinix-note-10,10, Mardan,"32,500","[8, 128]",8,128
Infinix,infinix-note-10,9, Rawalpindi,"30,000","[6, 7, 128]",0,128
Infinix,infinix-note-10,9, Lahore,"41,500","[12, 256]",12,256
Infinix,infinix-note-10,10, Karachi,"19,800",[],0,0
Infinix,infinix-note-10,10, Rawalpindi,"42,500",[],0,0
Infinix,infinix-note-10,10, Lahore,"24,500",[],0,0
Infinix,infinix-note-10,10, Kasur,"25,000",[],0,0
Infinix,infinix-note-10,10, Rawalpindi,"35,000",[],0,0
Infinix,infinix-note-10,9, Karachi,"26,000",[],0,0
Infinix,infinix-note-10,10, Karachi,"36,000",[],0,0
Infinix,infinix-note-10,9, Karachi,"25,000",[],0,0
Infinix,infinix-note-10,10, Karachi,"32,000",[],0,0
Infinix,infinix-note-10,10, Sialkot,"32,000",[128],0,0
Infinix,infinix-note-10,10, Mardan,"27,000",[],0,0
Infinix,infinix-note-10,10, Mardan,"26,500",[],0,0
Infinix,infinix-note-10,10, Rawalpindi,"30,000",[],0,0
Infinix,infinix-note-10,10, Okara,"21,500",[],0,0
Infinix,infinix-note-10,10, Wah,"29,000",[],0,0
Infinix,infinix-note-10,9, Lahore,"33,000",[],0,0
Infinix,infinix-note-10,9, Lahore,"33,000",[],0,0
Infinix,infinix-note-10,10, Lahore,"25,500","[6, 128]",6,128
Infinix,infinix-note-10,10, Lahore,"30,000",[],0,0
Infinix,infinix-note-10,9, Peshawar,"36,500",[],0,0
Infinix,infinix-note-10,10, Nankana Sahib,"25,000","[8, 128]",8,128
Infinix,infinix-note-10,10, Abbottabad,"23,000","[8, 128]",8,128
Infinix,infinix-note-10,10, Karachi,"27,000",[],0,0
Infinix,infinix-note-10,10, Lahore,"35,000",[],0,0
Infinix,infinix-note-10,10, Faisalabad,"32,000",[],0,0
Infinix,infinix-note-10,10, Sukkur,"22,000",[],0,0
Infinix,infinix-note-10,10, Faisalabad,"35,000",[],0,0
Infinix,infinix-note-10,10, Karachi,"26,000",[],0,0
Infinix,infinix-note-10,10, Sahiwal,"17,500",[],0,0
Infinix,infinix-note-10,9, Faisalabad,"44,000","[8, 10]",8,10
Infinix,infinix-note-10,10, Hyderabad,"32,000",[],0,0
Infinix,infinix-note-10,9, Gujrat,"38,500",[],0,0
Infinix,infinix-note-10,10, Rawalpindi,"25,000","[6, 128]",6,128
Infinix,infinix-note-10,10, Sadiqabad,"34,000","[8, 128]",8,128
Infinix,infinix-note-10,10, Karachi,"28,000","[8, 128]",8,128
Infinix,infinix-note-10,10, Matiari,"29,000",[],0,0
Infinix,infinix-note-10,10, Punjab,"28,000",[],0,0
Infinix,infinix-note-10,9, Gujrat,"35,000",[],0,0
Infinix,infinix-note-10,10, Rawalpindi,"27,000",[],0,0
Infinix,infinix-note-10,10, Karachi,"29,000",[],0,0
Infinix,infinix-note-10,10, Rawalpindi,"31,000",[],0,0
Infinix,infinix-note-10,9, Wah,"26,000","[6, 10, 128]",10,128
Infinix,infinix-note-10,10, Punjab,"29,999","[6, 128]",6,128
Infinix,infinix-note-10,10, Islamabad,"42,000","[8, 12]",8,12
Infinix,infinix-note-10,10, Bahawalpur,"30,000","[8, 128]",8,128
Infinix,infinix-note-10,9, Wah,"26,000","[6, 10, 128]",10,128
Infinix,infinix-note-10,10, Gujranwala,"33,000",[],0,0
Infinix,infinix-note-10,9, Rahimyar Khan,"35,000",[],0,0
Infinix,infinix-note-10,10, Sialkot,"31,000",[],0,0
Infinix,infinix-note-10,10, Lahore,"31,500",[],0,0
Infinix,infinix-note-7,10, Lahore,"20,000",[],0,0
Infinix,infinix-note-7,10, Nawabshah,"22,000",[],0,0
Infinix,infinix-note-7,10, Lahore,"25,000",[],0,0
Infinix,infinix-note-7,9, Rawalpindi,"40,500",[],0,0
Infinix,infinix-note-7,10, Punjab,"25,000","[6, 128]",6,128
Infinix,infinix-note-7,9, Rajana,"24,500",[],0,0
Infinix,infinix-note-7,10, Bahawalpur,"26,500",[],0,0
Infinix,infinix-note-7,10, Bahawalpur,"25,000","[6, 7, 128]",0,128
Infinix,infinix-note-7,10, Karachi,"27,000","[6, 128]",6,128
Infinix,infinix-note-7,10, Hyderabad,"18,500","[6, 7, 128]",0,128
Infinix,infinix-note-7,10, Mirpur Khas,"22,000","[6, 128]",6,128
Infinix,infinix-note-7,10, Muzaffargarh,"27,000",[],0,0
Infinix,infinix-note-7,10, Punjab,"25,000","[6, 128]",6,128
Infinix,infinix-note-7,9, Rahimyar Khan,"23,000",[],0,0
Infinix,infinix-note-7,10, Lahore,"17,000",[],0,0
Infinix,infinix-note-7,10, Lahore,"16,500","[6, 7]",6,7
Infinix,infinix-note-7,10, Bahawalpur,"20,000","[6, 7, 128]",0,128
Infinix,infinix-note-7,10, Punjab,"21,000",[],0,0
Infinix,infinix-note-7,10, Wah,"20,000","[4, 7, 128]",0,128
Infinix,infinix-note-7,10, Peshawar,"18,000",[],0,0
Infinix,infinix-note-7,10, Lahore,"22,000","[4, 128]",4,128
Infinix,infinix-note-7,10, Karachi,"17,000","[6, 128]",6,128
Infinix,infinix-note-7,10, Punjab,"25,000","[6, 128]",6,128
Infinix,infinix-note-7,10, Karachi,"21,000",[],0,0
Infinix,infinix-note-7,10, Sahiwal,"25,000",[],0,0
Infinix,infinix-note-7,10, Karachi,"26,000",[],0,0
Infinix,infinix-note-7,10, Hyderabad,"17,000",[],0,0
Infinix,infinix-note-7,10, Muridike,"16,000",[],0,0
Infinix,infinix-note-7,10, Multan,"18,500",[],0,0
Infinix,infinix-note-7,9, Rawalpindi,"30,000","[6, 7, 128]",0,128
Infinix,infinix-note-7,10, Khushab,"31,500",[],0,0
Infinix,infinix-note-7,10, Rawalpindi,"20,000",[],0,0
Infinix,infinix-note-7,10, Lahore,"24,500",[],0,0
Infinix,infinix-note-7,10, Rawalpindi,"18,000",[],0,0
Infinix,infinix-note-7,10, Faisalabad,"20,000",[],0,0
Infinix,infinix-note-7,10, Faisalabad,"21,500","[6, 7, 128]",0,128
Infinix,infinix-note-7,10, Peshawar,"25,000",[],0,0
Infinix,infinix-note-7,10, Okara,"19,500","[6, 7]",6,7
Infinix,infinix-note-7,10, Sheikhüpura,"19,000",[],0,0
Infinix,infinix-note-7,10, Sheikhüpura,"23,500","[4, 128]",4,128
Infinix,infinix-note-7,10, Larkana,"7,000",[],0,0
Infinix,infinix-note-7,10, Sukkur,"24,000",[],0,0
Infinix,infinix-note-7,10, Rawalpindi,"23,000",[6],0,0
Infinix,infinix-note-7,10, Multan,"22,000",[],0,0
Infinix,infinix-note-7,10, Khushab,"31,500",[],0,0
Infinix,infinix-note-7,10, Abbottabad,"20,000",[],0,0
Infinix,infinix-note-7,10, Karachi,"20,000",[64],0,0
Infinix,infinix-note-7,10, Lahore,"22,500","[4, 128]",4,128
Infinix,infinix-note-7,9, Karachi,"42,000",[],0,0
Infinix,infinix-note-7,10, Multan,"22,000",[],0,0
Infinix,infinix-note-7,10, Peshawar,"17,500","[4, 7, 128]",0,128
Infinix,infinix-note-7,10, Karachi,"24,000","[6, 128]",6,128
Infinix,infinix-note-7,10, Okara,"21,500",[],0,0
Infinix,infinix-note-7,10, Rawalpindi,"21,000","[4, 7, 128]",0,128
Infinix,infinix-note-7,10, Islamabad,"28,000","[6, 128]",6,128
Infinix,infinix-note-7,10, Karachi,"27,000",[],0,0
Infinix,infinix-note-7,10, Karachi,"20,000",[],0,0
Infinix,infinix-note-7,10, Lahore,"25,000",[],0,0
Infinix,infinix-note-7,10, Karachi,"25,000","[6, 128]",6,128
Infinix,infinix-note-7,9, Sheikhüpura,"28,900","[6, 128]",6,128
Infinix,infinix-note-7,10, Sukkur,"22,000",[],0,0
Infinix,infinix-note-7,10, Multan,"18,000",[64],0,0
Infinix,infinix-note-7,10, Rawalpindi,"20,500","[4, 128]",4,128
Infinix,infinix-note-7,10, Sahiwal,"17,500",[],0,0
Infinix,infinix-note-7,10, Lahore,"25,000",[],0,0
Infinix,infinix-note-7,10, Muzaffargarh,"16,500","[4, 64]",4,64
Infinix,infinix-note-7,10, Islamabad,"21,000",[],0,0
Infinix,infinix-note-7,10, Karachi,"19,800","[6, 7, 128]",0,128
Infinix,infinix-note-7,10, Rawalpindi,"30,000",[],0,0
Infinix,infinix-note-7,10, Karachi,"27,000",[],0,0
Infinix,infinix-note-7,10, Punjab,"29,999","[6, 128]",6,128
Infinix,infinix-note-7,10, Faisalabad,"20,000",[],0,0
Infinix,infinix-note-7,10, Abbottabad,"22,500",[],0,0
Infinix,infinix-note-7,10, Faisalabad,"16,500",[],0,0
Infinix,infinix-note-7,10, Karachi,"23,000","[6, 7, 128]",0,128
Infinix,infinix-note-7,10, Karachi,"20,000",[128],0,0
Infinix,infinix-note-7,9, Kandiaro,"25,000",[],0,0
Infinix,infinix-note-7,10, Muzaffargarh,"24,500","[6, 9, 10, 128]",10,128
Infinix,infinix-note-7,9, Sheikhüpura,"28,990","[6, 128]",6,128
Infinix,infinix-note-8,9, Lahore,"3,900","[8, 128]",8,128
Infinix,infinix-note-8,9, Lahore,"43,500",[],0,0
Infinix,infinix-note-8,9, Karachi,"41,000",[],0,0
Infinix,infinix-note-8,9, Lahore,"40,000",[],0,0
Infinix,infinix-note-8,10, Hyderabad,"34,000",[],0,0
Infinix,infinix-note-8,9, Lahore,"54,999",[],0,0
Infinix,infinix-note-8,10, Lahore,"33,500",[],0,0
Infinix,infinix-note-8,10, Rawalpindi,"30,000",[],0,0
Infinix,infinix-note-8,9, Lahore,"44,500","[8, 12, 128]",12,128
Infinix,infinix-note-8,10, Multan,"22,500",[],0,0
Infinix,infinix-note-8,10, Lahore,"20,500",[],0,0
Infinix,infinix-note-8,10, Multan,"41,000",[],0,0
Infinix,infinix-note-8,9, Karachi,"32,000",[],0,0
Infinix,infinix-note-8,10, Jhelum,"27,000",[],0,0
Infinix,infinix-note-8,10, Rawalpindi,"22,700","[6, 8, 128]",8,128
Infinix,infinix-note-8,9, Lahore,"43,000",[],0,0
Infinix,infinix-note-8,10, Raiwind,"32,500","[8, 128]",8,128
Infinix,infinix-note-8,10, Okara,"35,000","[8, 128]",8,128
Infinix,infinix-note-8,9, Rawalpindi,"45,500","[5, 8, 12, 256]",12,256
Infinix,infinix-note-8,9, Mandi Bahauddin,"36,500","[2, 6, 128]",6,128
Infinix,infinix-note-8,10, Punjab,"23,000",[],0,0
Infinix,infinix-note-8,9, Islamabad,"38,000","[8, 12, 128]",12,128
Infinix,infinix-note-8,10, Karachi,"33,000",[],0,0
Infinix,infinix-note-8,9, Lahore,"42,000",[],0,0
Infinix,infinix-note-8,10, Punjab,"36,500",[256],0,0
Infinix,infinix-note-8,9, Lahore,"35,000",[],0,0
Infinix,infinix-note-8,10, Mirpur Khas,"33,500",[],0,0
Infinix,infinix-note-8,9, Lahore,"53,999","[8, 256]",8,256
Infinix,infinix-note-8,9, Swabi,"38,500",[],0,0
Infinix,infinix-note-8,9, Rawalpindi,"42,000",[],0,0
Infinix,infinix-note-8,10, Swabi,"33,000","[8, 128]",8,128
Infinix,infinix-note-8,10, Islamabad,"38,000",[],0,0
Infinix,infinix-note-8,10, Peshawar,"33,000",[],0,0
Infinix,infinix-note-8,10, Rawalpindi,"35,000","[8, 128]",8,128
Infinix,infinix-note-8,10, Rawalpindi,"34,000",[],0,0
Infinix,infinix-note-8,9, Talagang,"21,000",[],0,0
Infinix,infinix-note-8,10, Lahore,"30,000",[],0,0
Infinix,infinix-note-8,10, Islamabad,"40,500","[8, 12, 128]",12,128
Infinix,infinix-note-8,9, Islamabad,"40,000",[],0,0
Infinix,infinix-note-8,9, Lahore,"35,000","[8, 128]",8,128
Infinix,infinix-note-8,10, Malakand,"25,000",[],0,0
Infinix,infinix-note-8,9, Islamabad,"43,000","[8, 100, 128]",100,128
Infinix,infinix-note-8,10, Attock,"26,000",[],0,0
Infinix,infinix-note-8,10, Multan,"38,000",[],0,0
Infinix,infinix-note-8,10, Lahore,"25,500","[6, 8, 128]",8,128
Infinix,infinix-note-8,9, Hazro,"43,000",[],0,0
Infinix,infinix-note-8,9, Lahore,"42,000",[],0,0
Infinix,infinix-note-8,10, Ahmadpur East,"26,500","[6, 8, 128]",8,128
Infinix,infinix-note-8,10, Mardan,"32,500","[8, 128]",8,128
